Conjuge,Dependentes,TelefoneFixo,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,PagamentoOnline,Maior65Anos,MesesDeContrato,ContaMensal,VariasLinhasTelefonicas_Nao,VariasLinhasTelefonicas_SemServicoTelefonico,VariasLinhasTelefonicas_Sim,ServicoDeInternet_DSL,ServicoDeInternet_FibraOptica,ServicoDeInternet_Nao,TipoDeContrato_DoisAnos,TipoDeContrato_Mensalmente,TipoDeContrato_UmAno,FormaDePagamento_CartaoDeCredito,FormaDePagamento_ChequeDigital,FormaDePagamento_ChequePapel,FormaDePagamento_DebitoEmConta,Churn
0,0,1,0,0,0,0,0,1,1,0,9,94.91737920032818,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,31,104.34544841246735,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,3,101.62776295842752,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,1,0,1,0,24,90.22200453511047,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,19.73712562050846,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,1,1,1,0,24,93.59942965189671,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,0,51,84.16654950465495,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,1,1,1,1,53,101.54113209543345,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,44.399815008565895,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,0,0,17,90.19953466356458,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,1,1,0,0,18,95.85764826550714,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,1,1,1,1,27,102.9290494320244,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,1,1,1,35,99.28926200980354,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,1,1,0,29,98.60466821949214,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,13,50.678337816779845,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,1,1,0,4,100.37579465125224,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,11,19.68912936066765,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,9,83.80792257817376,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,70.15,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,0,34,70.16669945680651,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,32,69.82819612924314,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,29,84.61691956020842,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,0,1,80.50251089515724,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,0,0,9,94.78815936595149,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,1,1,0,24,104.63425578437857,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,13,82.45579697142583,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,4,76.50698675466272,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,8,48.90990627632746,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,0,0,0,0,0,8,54.71144997485728,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,9,80.43752962178444,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,1,1,1,0,0,49,108.409978895413,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,10,70.11800396134593,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,0,0,0,0,0,0,22,83.34989897340881,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,0,0,30,92.53339072169744,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,23,75.42994398564643,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,2,85.95494643023866,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,25,88.92233488281721,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,20.300264423645046,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,1,1,1,0,25,96.6744859321423,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1,0,1,0,59,93.87669749374308,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,2,85.90147544108729,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,1,1,1,0,2,45.054908247105764,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,2,85.74007554284577,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,16,64.90823130955557,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,60.10638164855798,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,1,1,1,0,3,105.30518523089796,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,2,79.21565872627384,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,0,1,1,1,0,70,104.51785672861249,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,1,1,1,0,60,106.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,4,76.03020207960269,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,35,85.24621124042031,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,4,89.30743598853178,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,45,30.324022539244453,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,1,1,1,12,101.24662519645304,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,0,0,6,55.453127618647976,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,1,1,1,1,0,0,65,109.75428417457299,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,24,74.97824792872363,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,1,0,1,1,0,0,65,105.3963872531395,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,73.18913357723706,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,47,52.90836635397843,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,18,95.22391645079973,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,7,86.34801681915837,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,21,59.393495773615726,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,49.66683469688199,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,1,0,1,0,1,80.04456325764647,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,19.918857301284103,1,0,0,0,0,1,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,20.1843044471849,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,24,79.38723363578059,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,1,1,1,0,14,100.12999937542186,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,38,104.95063156294873,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,35.70944920806708,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,1,90.98108114638472,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,4,20.019387334655807,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,16,80.91221110011223,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,46.27744254441161,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,3,74.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,1,0,1,0,36,97.12004378698296,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,20.177362924328047,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,1,17,85.38986562879963,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,3,77.89161834289355,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,7,86.45730789538445,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,1,1,0,7,95.16269971051953,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,1,1,0,5,84.07764469107835,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,69.58693145205353,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,44.4,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,0,1,43.28959922238762,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,21,82.64822324371322,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,75.22620497083452,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,4,74.35896702299372,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,70.6806998176945,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,1,34.84336849442883,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,7,99.78407645926428,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,4,20.35,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,1,40.17602816410615,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,0,1,1,1,25,93.54202079465516,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,2,44.95894628807201,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,1,70.10417728311151,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,68.99682442024738,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,1,80.39714172109775,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,1,0,50,84.27048626728066,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,1,1,1,0,0,0,1,0,0,0,29,94.56352621880119,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,32,80.38442080528134,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,0,0,1,1,1,1,1,0,3,98.41961344428103,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,1,0,0,1,0,1,0,46,100.27576546966398,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,16,20.23889856199474,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,43.99157708402207,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,1,45.65,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,0,2,80.65667047791294,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,1,1,0,57,95.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,1,0,0,1,91.00431204994526,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,23,90.56758034033061,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,1,1,1,1,8,93.28565510092425,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,82.21090342140369,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,1,49,90.39089248477882,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,5,50.25906482161862,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,1,0,1,1,1,0,1,49.5758120091484,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,19.720649644621393,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,1,1,0,61,105.74668631310475,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,30,20.21495370828099,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,75.02795608260062,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,1,56.00339839610779,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,67,109.68454056565982,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,1,1,1,0,32,103.59963879680794,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,1,1,15,85.44979389149653,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,2,85.87082639645749,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,50.70619392588772,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,4,85.42456054179831,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,56,95.7246692042246,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,0,2,80.60894047478858,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,36,84.20710582194137,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,1,1,0,55,104.43020898453514,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,20.068787996376898,1,0,0,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,3,45.248424098939836,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,1,1,0,1,0,9,93.64733836667912,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,1,1,1,0,25,90.71275109256797,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,1,0,4,73.87617770261168,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,1,1,1,0,25,101.38831737963106,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,45.0286610229157,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,1,0,1,1,1,0,11,104.49196780099892,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,8,84.93064231533172,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1,1,1,0,32,93.60533667173254,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,11,20.810594820779706,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,71.33192332207291,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,20.26596365788566,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,1,1,0,6,84.37572297853681,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1,0,1,0,43,95.77635440557833,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,70.0639840314669,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,1,1,0,53,103.85515927630082,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,5,69.3013225382205,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1,35.45906081016948,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,2,74.07833204773472,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,1,1,37,76.17195129162361,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,74.41833727697203,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,19.6,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,0,16,69.76718471304481,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,0,0,70,116.07966763999084,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,24.9469807771277,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,24.47852957091838,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,15,57.25895662821312,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,19.914036641243527,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,1,1,0,0,0,0,0,0,0,0,1,59.396379504247726,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,1,34.80954108891529,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,1,1,79.56588721982803,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,19,73.5311694384984,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,7,86.64632327476663,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,31,79.7878468427148,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,1,4,89.28966224627013,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,25,71.40904580883213,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,0,0,0,1,1,1,0,40,94.47651832292105,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,1,1,0,58,105.64408229992088,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,28,38.21974156966413,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,1,1,79.1225091588872,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,7,94.51369668685119,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,0,0,0,1,0,1,0,38,94.6472266385901,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,20,83.09252998913759,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,10,34.24648776731821,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,4,85.01177909212137,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,3,74.32580055518937,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1,1,1,0,4,100.15082536432351,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,19.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,1,0,0,0,1,78.3387615838258,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,0,14,85.16814063230949,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,36,85.62162274679676,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,1,1,0,0,0,0,0,1,0,0,1,79.8379475279827,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0,0,0,1,0,1,0,14,64.96364583683008,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,22,68.30067608275733,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,1,1,1,0,60,106.00907537382328,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,0,1,0,1,0,1,0,3,87.2308826698171,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,61,95.40722783680096,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,1,0,1,1,0,1,1,1,0,53,104.1889371871332,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,49,99.62522893755008,0,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,0,7,75.16536329253191,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,1,9,84.43883098919717,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,22,55.25432238205835,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,20.0845012973107,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,1,0,1,1,1,0,11,106.52429754819987,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,2,44.736518863011526,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,24,55.28003522685835,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,0,50,104.12793933734136,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,70.49990269020381,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,19.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,1,1,0,1,1,1,0,40,106.18509547651519,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,14,80.21008244695646,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,7,98.28308681524639,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,15,72.71017857368243,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,1,1,1,1,1,1,0,70,109.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,2,44.934774115142936,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,1,0,1,70.98681284878347,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,7,86.09778966421675,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,32,103.78517181056692,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,15,26.444363388264186,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,45.3191479468332,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,38,99.49160238536682,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,1,1,1,1,0,69,107.9639251558822,0,0,1,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0,0,0,1,0,1,0,5,80.5084201844255,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,22,90.19952499093458,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,34,78.53019403322122,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,1,50.62633977113976,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,8,45.29218742367082,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,7,73.72071444318846,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,69.03121223074291,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,2,45.044880156173434,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,0,0,1,0,0,1,1,0,6,98.1248793031256,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,0,1,0,1,0,0,1,1,0,0,49,100.26515424990043,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,44.109269216859545,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1,74.94786611877223,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,25,83.97259396938225,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,0,5,89.30992267617867,1,0,0,0,1,0,0,1,0,0,1,0,0,1
